BibliographyType,ISBN,Identifier,Author,Title,Journal,Volume,Number,Month,Pages,Year,Address,Note,URL,Booktitle,Chapter,Edition,Series,Editor,Publisher,ReportType,Howpublished,Institution,Organizations,School,Annote,Custom1,Custom2,Custom3,Custom4,Custom5
1,"","оя-1058","Sirk, U.","The buginese language","",,,"","",1983,"M.","","","","","","","","","","","","","","","","","","",""
1,"","оя-1059","Морев, Л. Н.","Шанский язык","",,,"","",1983,"М.","","","","","","","","","","","","","","","","нет","","",""
1,"","оя-1060","Майзель, С. С.","Пути развития корневого фонда семитских языков","",,,"","",1983,"М.","","","","","","","","","","","","","","","","нет","","",""
1,"","оя-1061","Задоенко, Т. П.; Хуан, Шуин","Основы китайского языка. Вводный курс","",,,"","",1983,"М.","","","","","","","",""Наука" ГРВЛ","","","","","","","","","","",""
1,"","оя-1062","","Языкознание в Японии","",,,"","",1983,"М.","","","","","","","","","","","","","","","","","","",""
1,"","оя-1063","","Категории глагола и структура предложения","",,,"","",1983,"Л-д.","","","","","","","","","","","","","","","","нет","","",""
1,"","оя-1064","Суник, О. П.","Существительное в тунгусо-маньчжурских языках.","",,,"","",1982,"Л-д.","","","","","","","",""Наука"","","","","","","","","","","",""
1,"","оя-1065","Стеблин-Каменский, И. М.","Очерки по истории лексики памирских языков. Названия культурных растений","",,,"","",1982,"М.","","","","","","","",""Наука" ГРВЛ","","","","","","","","","","",""
1,"","оя-1066","Бабакаев, В. Д.","Очерки морфологической структуры ассамского языка","",,,"","",1980,"М.","","","","","","","",""Наука", ГРВЛ","","","","","","","","","","",""
1,"","оя-1067","","Генетические, ареальные и типологические связи языков Азии","",,,"","",1983,"М.","","","","","","","Громова, Н. В.",""Наука" ГРВЛ","","","","","","","","","","",""
1,"","оя-1068","","Категория субъекта и объекта в языках различных типов","",,,"","",1982,"Л.","","","","","","","","","","","","","","","","","","",""
1,"","оя-1069","","Залоговые конструкции в разноструктурных языках","",,,"","",1981,"Л.","","","","","","","","","","","","","","","","нет","","",""
1,"","оя-1070","Бертагаев, Т. А.","Синтаксис современного монгольского языка в сравнительном освещении. Простое предложение","",,,"","",1964,"М.","","","","","","","",""Наука"","","","","","","","","","","",""
1,"","оя-1071","","Языки народов СССР. V. Монгольские, тунггусоманьчжурские и палеоазиатские языки","",,,"","",1968,"Л.","","","","","","","",""Наука"","","","","","","","","","","",""
1,"","оя-1072","Сыромятников, Н. А.","Классический японский язык","",,,"","",1983,"М.","","","","","","","",""Наука" ГРВЛ","","","","","","","","","","",""
1,"","оя-1073","","К III Междунар. симпозиуму по теоретическим проблемам языков Азии и Африки (тезисы докладов языковедов)","",,,"","",1983,"М.","","","","","","","","","","","","","","","","2 экз.","","",""
1,"","оя-1074","","Сборник статей по языкознанию. №14(18)","",,,"","",1983,"М.","","","","","","","","МО СССР","","","","","","","","","","",""
1,"","оя-1075","","Вопросы востоковедения. №1-2","",,,"","",1983,"Ереван","","","","","","","","Ереванский Ун-т","","","","","","","","","","",""
1,"","оя-1076","Касевич, В. Б.","Фонологические проблемы общего и восточного языкознания","",,,"","",1983,"М.","","","","","","","",""Наука" ГРВЛ","","","","","","","","","","",""
1,"","оя-1077","","Семиотика","",,,"","",1983,"М.","","","","","","","","","","","","","","","","нет","","",""
1,"","оя-1078","","Категории глагола и структура предложения","",,,"","",1983,"Л-д.","","","","","","","","","","","","","","","","нет","","",""
1,"","оя-1079","Семенас, А. Л.","II конференция по китайскому языкознанию. Сб. тезисов","",,,"","",1984,"М.","","","","","","","",""Наука" ГРВЛ","","","","","","","","составители и редакторы Ю.Я. Плам, Н.В. Солнцева, С.Б. Янкивер","","",""
1,"","оя-1080","Никольский, Л. Б.","Развитие языков в странах зарубежного Востока (послевоенный период)","",,,"","",1983,"М.","","","","","","","",""Наука" ГРВЛ","","","","","","","","","","",""
1,"","оя-1081","Барулин, А. Н.","Теоретические проблемы описания турецкой именной словоформы","",,,"","",1984,"М.","","","","","","","","","","","","","","","","нет","","",""
1,"","оя-1082","Мартынов, В. В.","Категории языка","",,,"","",1982,"М.","","","","","","","",""Наука"","","","","","","","","","","",""
1,"","оя-1083","Лекомцев, Ю. К.","Введение в формальный язык лингвистики","",,,"","",1983,"М.","","","","","","","",""Наука" ГРВЛ","","","","","","","","","","",""
1,"","оя-1084","Миропольский, Я. А.","Инструкция по русской передаче географических названий Китая","",,,"","",1983,"М.","","","","","","","",""Наука"","","","","","","","","","","",""
1,"","оя-1085","Миропольский, Я. А.","Инструкция по русской передаче географических названий Синьцзян-уйгурского автономного района КНР","",,,"","",1971,"М.","","","","","","","","","","","","","","","","","","",""
1,"","оя-1086","Алпатов, В. М.","Методические указания по курсу "Лексикология японского языка"","",,,"","",1981,"Владивосток","","","","","","","","","","","","","","","","ДВГУ","","",""
